,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_0.3,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
02_91_72__s2,1,3957.0,2071,02_91_72__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2071,3957,8222,2,91,72,A2,H7,F12,2071,2071,7.6362696033793735,3320.3231290584745,8.10811851536635,1.26049501212322,0.8155838212131363,0.0379630223664602,33.54871985569452,3.5423704975936507,1.0104052693572552,0.012997562956945574,False,False,3320.3231290584745,2,10,1,1,6,17,28,Lateral Mesoderm
02_91_73__s2,1,7617.0,2884,02_91_73__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2884,7617,15497,2,91,73,A2,H7,G1,2884,2884,7.9672801789422,3663.904176057083,8.20655746829193,0.0,0.0,0.0,20.61454445653616,3.0733664425579814,0.56263874451871,0.023842917251051896,False,False,3663.904176057083,5,9,2,2,9,16,17,Outer Neural Plate Border
02_91_79__s2,1,2854.0,1691,02_91_79__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1691,2854,5812,2,91,79,A2,H7,G7,1691,1691,7.433666540166168,3022.9338296705496,8.014313855337313,3.0098670557888996,1.3887580875990488,0.09956774528924855,33.11749365172879,3.5298102630592942,1.0955414679168833,0.08803986710963456,False,False,3022.9338296705496,3,15,1,1,2,13,18,Lateral Mesoderm
02_91_81__s2,1,6773.0,2194,02_91_81__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2194,6773,13844,2,91,81,A2,H7,G9,2194,2194,7.693937325509272,3044.3831722681653,8.021382008768514,0.9068263304798514,0.6454402529797785,0.029786865817033017,13.163192093003907,2.6506464931568683,0.43237632545435783,0.023191094619666047,False,False,3044.3831722681653,1,0,2,2,0,0,2,Outer Neural Plate Border
02_91_83__s2,1,3953.0,2008,02_91_83__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2008,3953,8157,2,91,83,A2,H7,G11,2008,2008,7.605392364814935,3244.4970980368453,8.08502380632333,1.261219754595521,0.8159043821135459,0.038872580757080964,45.571507127991865,3.840988919107343,1.4045784524068743,0.012997562956945574,False,False,3244.4970980368453,3,7,1,1,2,7,68,Ventral Mesoderm
02_91_85__s2,1,8443.0,2820,02_91_85__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2820,8443,17078,2,91,85,A2,H7,H1,2820,2820,7.944846711001996,3529.313015404233,8.169141818915177,0.0,0.0,0.0,20.67146902975226,3.075996604194371,0.5857080100157859,0.009686168151879115,False,False,3529.313015404233,0,1,0,0,3,2,9,Eye Primordium
02_92_25__s2,1,7389.0,2576,02_92_25__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2576,7389,14772,2,92,25,A2,H8,C1,2576,2576,7.854381210652365,3379.1361876838228,8.125671279879503,4.7335307235006026,1.7463315230761969,0.1400810876091126,30.082606997804472,3.4366484022199355,0.8902454747887546,0.07313432835820895,False,False,3379.1361876838228,5,19,2,4,17,21,86,L/R Organizer Mesoderm
02_92_26__s2,1,3475.0,1917,02_92_26__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1917,3475,7013,2,92,26,A2,H8,C2,1917,1917,7.559038255443384,3220.684973955777,8.07765978551041,2.710483275556611,1.3111621310891264,0.08415859661764698,34.58171229433329,3.5718318062717636,1.0737378096268329,0.04537418974661167,False,False,3220.684973955777,0,1,0,0,3,2,82,Eye Primordium
02_92_35__s2,1,7993.0,2947,02_92_35__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2947,7993,16377,2,92,35,A2,H8,C11,2947,2947,7.988882253309227,3696.53554174964,8.215421806911884,2.4342499041794987,1.2337985333217427,0.06585219800233065,23.115430960810198,3.1828519244294724,0.6253268959472585,0.015037593984962407,False,False,3696.53554174964,7,10,0,0,6,18,43,Inner Neural Plate
02_92_36__s2,1,8962.0,3071,02_92_36__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3071,8962,18471,2,92,36,A2,H8,C12,3071,3071,8.030084094267563,3744.586835726159,8.228333582133653,0.7494435601318161,0.5592977717346684,0.02001405209732524,24.966005251481203,3.256788192182561,0.6667225610389601,0.04537418974661167,False,False,3744.586835726159,0,4,0,0,1,3,77,Inner Neural Plate
02_92_38__s2,1,9897.0,2629,02_92_38__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2629,9897,20341,2,92,38,A2,H8,D2,2629,2629,7.874739125171811,3069.8178188247525,8.029699195602257,1.8038637456826456,1.0309983751538152,0.05876126376689141,28.61350006918127,3.3882303407738714,0.9320911454001413,0.026557218734910674,False,False,3069.8178188247525,2,6,1,1,10,6,27,Pharyngeal Mesoderm
02_92_44__s2,1,10945.0,3394,02_92_44__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3394,10945,22372,2,92,44,A2,H8,D8,3394,3394,8.130059039992796,3806.649240989226,8.244767280584007,0.0,0.0,0.0,32.68208960111765,3.5169662302380806,0.8585526937760262,0.047504509921828024,False,False,3806.649240989226,4,1,0,0,3,22,34,Anterior Neural Ridge
02_92_51__s2,1,5570.0,2447,02_92_51__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2447,5570,11613,2,92,51,A2,H8,E3,2447,2447,7.803026643632217,3491.392603658605,8.158342340095276,2.0559018638134288,1.1170747581621567,0.05888486621811206,24.14425560951997,3.224629465269238,0.6915365400104068,0.01014040561622465,False,False,3491.392603658605,3,7,1,1,2,7,6,Pronephric Primordium
02_92_66__s2,1,14370.0,3180,02_92_66__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3180,14370,29699,2,92,66,A2,H8,F6,3180,3180,8.064950891749143,3359.247324381539,8.119769858695168,1.5846305026385439,0.949582558725666,0.04717218917277207,10.540695488462573,2.445879526895005,0.313781465626476,0.004282655246252676,False,False,3359.247324381539,9,18,4,6,15,20,47,Ciliated Epidermal Progenitor
02_92_67__s2,1,5978.0,2272,02_92_67__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2272,5978,12130,2,92,67,A2,H8,F7,2272,2272,7.728855823852543,3230.209349073131,8.080611757619964,2.45229067432145,1.2390379742884114,0.0759173913921432,19.65148203161446,3.0277870859172102,0.6083655858792314,0.038546255506607924,False,False,3230.209349073131,1,9,2,2,9,19,21,Outer Epidermis
02_92_68__s2,1,10323.0,2862,02_92_68__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2862,10323,21094,2,92,68,A2,H8,F8,2862,2862,7.959625305098115,3291.497670738787,8.099401726172626,2.032136502374151,1.1092674873386792,0.06173896218854172,7.688287262720282,2.161975826954392,0.23358021277270483,0.012997562956945574,False,False,3291.497670738787,1,0,2,2,0,0,3,Goblet Cell
02_92_77__s2,1,6632.0,2825,02_92_77__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2825,6632,13348,2,92,77,A2,H8,G5,2825,2825,7.946617563244473,3720.0937170811103,8.221772914022772,6.328274187846697,1.9917400431356467,0.17011061196630387,32.098097247046596,3.499475795747206,0.8628303394526218,0.047504509921828024,False,False,3720.0937170811103,4,11,0,3,11,9,69,Posterior Pre-placodal Region
02_93_02__s2,1,8602.0,3021,02_93_02__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3021,8602,17861,2,93,2,A2,H9,A2,3021,3021,8.013674142832684,3661.2664034752406,8.205837470670158,2.313823102376192,1.1981025386949944,0.06319734341592659,34.379603628703066,3.5661354854100655,0.9390085243747972,0.026557218734910674,False,False,3661.2664034752406,0,12,0,0,1,10,46,Hindbrain Primordium
02_93_34__s2,1,6422.0,2486,02_93_34__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2486,6422,13042,2,93,34,A2,H9,C10,2486,2486,7.818832443803404,3336.128836508989,8.11286608648945,3.7555692144770996,1.5593163974505353,0.11257266725966807,16.46126004013695,2.8599847150547735,0.49342399070422094,0.1094196003805899,False,False,3336.128836508989,6,2,0,3,5,1,89,Ionocyte
02_93_41__s2,1,11186.0,3371,02_93_41__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3371,11186,22607,2,93,41,A2,H9,D5,3371,3371,8.123261319121745,3733.3349582501137,8.225325025019533,0.6386775897749081,0.49388956886470775,0.017107427994467142,25.355724786913804,3.271685510855371,0.6791709040433522,0.021295876755777075,False,False,3733.3349582501137,0,12,0,0,1,10,33,Notoplate
02_93_43__s2,1,20003.0,4445,02_93_43__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,4445,20003,40695,2,93,43,A2,H9,D7,4445,4445,8.399760094524142,3956.4329580797685,8.283350851139097,0.4054151143573728,0.34033271420608685,0.010246985571420847,18.5294966100844,2.9719259693431086,0.46833844542326286,0.12750263435194945,False,False,3956.4329580797685,7,16,1,5,14,14,5,Notochord
02_93_53__s2,1,5427.0,2187,02_93_53__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2187,5427,11045,2,93,53,A2,H9,E5,2187,2187,7.690743163541872,3160.5775236365994,8.058826398354633,2.58915783244167,1.2779175879167366,0.08192040261877687,35.17149108198109,3.588271269388047,1.112818490258462,0.025178147268408554,False,False,3160.5775236365994,3,14,1,1,13,12,38,Anterior Paraxial Mesoderm
02_94_02__s2,1,6028.0,2170,02_94_02__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2170,6028,12308,2,94,2,A2,H10,A2,2170,2170,7.682943169878292,3080.5599865060026,8.033191236870623,4.396523336897436,1.6857549197244717,0.1427183160255227,16.28049658814796,2.8495785007030325,0.5284914645214697,0.019486271036315325,False,False,3080.5599865060026,8,13,3,4,12,11,62,Midgut Primordium
02_94_12__s2,1,2860.0,1421,02_94_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1421,2860,5741,2,94,12,A2,H10,A12,1421,1421,7.259819610363186,2616.513328720245,7.869980034888458,2.0785670335349034,1.1244642398713514,0.07944033805291353,13.17693463093608,2.651616322201261,0.5036066312485024,0.03021148036253776,False,False,2616.513328720245,2,3,1,1,4,4,48,Posterior Paraxial Mesoderm
02_94_20__s2,1,3896.0,1994,02_94_20__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1994,3896,7812,2,94,20,A2,H10,B8,1994,1994,7.598399329323964,3201.925599993004,8.071819921113654,1.2716506431585153,0.8205067228202262,0.03971518398682635,27.408928951505775,3.3467034954548387,0.8560139233580462,0.019486271036315325,False,False,3201.925599993004,4,11,0,3,11,9,65,Posterior Pre-placodal Region
02_94_21__s2,1,3949.0,1928,02_94_21__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1928,3949,8102,2,94,21,A2,H10,B9,1928,1928,7.564757012905729,3143.9658417700357,8.053558307953153,2.5238908776111715,1.2595657421039055,0.080277299583835,10.18624940638017,2.41468529244801,0.3239936411219203,0.021295876755777075,False,False,3143.9658417700357,5,9,2,2,9,16,12,Cement Gland Primordium
02_94_47__s2,1,4865.0,2055,02_94_47__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2055,4865,9984,2,94,47,A2,H10,D11,2055,2055,7.628517626575055,3098.1637167883073,8.03888758530113,1.1169427408120927,0.7499729444615258,0.036051766236871584,21.56028527238878,3.1161910716026044,0.6959052924013687,0.0189010989010989,False,False,3098.1637167883073,3,15,1,1,2,13,79,Ventral Mesoderm
02_94_53__s2,1,4609.0,1676,02_94_53__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1676,4609,9363,2,94,53,A2,H10,E5,1676,1676,7.424761761823209,2631.187774155007,7.875570632664494,0.0,0.0,0.0,4.614507453648023,1.7253538646006896,0.17537735234916668,0.039466370205669815,False,False,2631.187774155007,2,6,1,1,10,6,27,Pharyngeal Mesoderm
02_94_74__s2,1,4750.0,1647,02_94_74__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1647,4750,9814,2,94,74,A2,H10,G2,1647,1647,7.4073177104694174,2591.330140327268,7.86031241831485,0.0,0.0,0.0,14.01683033081868,2.7091715941604977,0.540912565044624,0.01014040561622465,False,False,2591.330140327268,2,6,1,1,10,6,27,Anterior Paraxial Mesoderm
02_94_96__s2,1,3043.0,1555,02_94_96__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1555,3043,6185,2,94,96,A2,H10,H12,1555,1555,7.349873704738337,2807.5998166703944,7.940441352259704,1.455407720473312,0.8982928250429988,0.051838147011966894,25.311041692342812,3.26998868728791,0.9015188540067591,0.01400329489291598,False,False,2807.5998166703944,0,4,0,0,1,3,14,Inner Neural Plate
02_95_12__s2,1,13229.0,3098,02_95_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3098,13229,27196,2,95,12,A2,H11,A12,3098,3098,8.038834757787749,3322.0671411488634,8.108643473130574,6.919684200580651,2.0693513313672995,0.20829453188557864,6.667152604394062,2.036945308434245,0.2006928915376579,0.016101694915254237,False,False,3322.0671411488634,1,0,2,2,0,0,29,Outer Epidermis
02_95_23__s2,1,6347.0,2347,02_95_23__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2347,6347,12821,2,95,23,A2,H11,B11,2347,2347,7.761319180947987,3234.061269244521,8.081803146243912,5.0606258333786975,1.8018130675837196,0.15647897216742784,16.218044285851857,2.8459579202995857,0.5014760988013193,0.027263875365141185,False,False,3234.061269244521,1,0,2,2,0,0,63,Outer Epidermis
02_95_26__s2,1,11470.0,3390,02_95_26__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3390,11470,23596,2,95,26,A2,H11,C2,3390,3390,8.128880142125638,3783.955953558229,8.23878952869901,1.880765042248231,1.0580558985414092,0.04970367164236308,24.41177492744301,3.235212646425154,0.6451389822465425,0.050868486352357314,False,False,3783.955953558229,5,8,2,4,8,8,37,Outer Neural Plate Border
02_95_27__s2,1,12801.0,2901,02_95_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2901,12801,26113,2,95,27,A2,H11,C3,2901,2901,7.973155433444133,3121.12250411991,8.046268339293349,3.302536087330552,1.4592046365943676,0.10581244673899132,12.957102695358339,2.6359885324816927,0.4151423943871106,0.04860267314702309,False,False,3121.12250411991,8,13,3,4,12,11,62,Hindgut Primordium
02_95_39__s2,1,13921.0,3700,02_95_39__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3700,13921,28629,2,95,39,A2,H11,D3,3700,3700,8.216358332386156,3814.998941628818,8.2469577552172,2.2317105598503932,1.1730115821468703,0.05849832710300994,12.343616925560129,2.5910381375874225,0.32355492398354396,0.008358662613981762,False,False,3814.998941628818,1,9,2,2,9,19,21,Cement Gland Primordium
02_95_46__s2,1,11774.0,3345,02_95_46__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3345,11774,24526,2,95,46,A2,H11,D10,3345,3345,8.11552088154677,3715.7451899490998,8.220603615337541,1.2296457737058373,0.8018427269828639,0.03309284439180507,22.306466774837684,3.1487308660478983,0.6003228325552444,0.007927519818799546,False,False,3715.7451899490998,8,13,3,4,12,11,4,Foregut Primordium
02_95_53__s2,1,10182.0,2786,02_95_53__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2786,10182,20774,2,95,53,A2,H11,E5,2786,2786,7.932721027481948,3280.699459706772,8.096116695155628,3.420848312810964,1.4863316036495042,0.104271919900786,9.025361430129355,2.305118025423477,0.27510479216331624,0.015565839293226757,False,False,3280.699459706772,1,0,2,2,0,0,3,Goblet Cell
02_95_61__s2,1,6768.0,2668,02_95_61__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2668,6768,13955,2,95,61,A2,H11,F1,2668,2668,7.889459149404524,3563.5094223711276,8.178781713946286,1.814533371669419,1.0347964829024294,0.05091984211625977,31.741383979504246,3.4886398428731478,0.8907338305389919,0.015565839293226757,False,False,3563.5094223711276,0,1,0,0,3,22,34,Anterior Neural Ridge
02_95_66__s2,1,9504.0,3155,02_95_66__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3155,9504,19438,2,95,66,A2,H11,F6,3155,3155,8.057060681965766,3774.0672483407043,8.236173475654443,3.9953158749736817,1.6085006483340334,0.10586233927681735,52.80635060983858,3.985391501276506,1.399189445632037,0.01832460732984293,False,False,3774.0672483407043,2,3,1,1,4,4,45,Lateral Mesoderm
02_95_76__s2,1,13251.0,3699,02_95_76__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3699,13251,27193,2,95,76,A2,H11,G4,3699,3699,8.216088098632316,3896.621110650872,8.268121674381378,0.5622751205786185,0.4461431694408511,0.0144298125122229,44.39881362078746,3.8154859730051465,1.1394182898467977,0.0075018754688672175,False,False,3896.621110650872,3,7,1,1,2,7,6,Ventral Mesoderm
02_96_16__s2,1,7457.0,2348,02_96_16__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2348,7457,15294,2,96,16,A2,H12,B4,2348,2348,7.761744984658913,3146.3632341145053,8.054320312747105,0.0,0.0,0.0,11.565691600005024,2.530970211263942,0.3675892050416743,0.0189010989010989,False,False,3146.3632341145053,1,0,2,2,0,0,72,Goblet Cell
02_96_62__s2,1,10447.0,3329,02_96_62__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3329,10447,21546,2,96,62,A2,H12,F2,3329,3329,8.110727582974489,3797.73017649783,8.242422125789702,1.3430426332110927,0.8514503553528975,0.035364351093779195,33.581625807637984,3.5433224949867763,0.8842551799876974,0.0075018754688672175,False,False,3797.73017649783,0,1,0,0,3,2,1,Eye Primordium
03_01_27__s2,2,4408.0,1935,03_01_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1935,4408,9008,3,1,27,A3,A1,C3,1935,1935,7.568379267836522,3068.9301526266136,8.029410088734998,2.8958524115867967,1.3599125030265031,0.09436032322561384,22.019539145583906,3.1363433833532826,0.7174988693287133,0.01201923076923077,False,False,3068.9301526266136,8,13,3,4,12,11,4,Foregut Primordium
03_01_54__s2,2,4701.0,1891,03_01_54__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1891,4701,9701,3,1,54,A3,A1,E6,1891,1891,7.545389749611823,2954.784528911126,7.991519386620731,2.799208743242204,1.3347928195878307,0.09473478407150542,26.639870495963983,3.3192593135036876,0.9015842013285855,0.024505183788878417,False,False,2954.784528911126,3,15,1,1,2,13,79,Lateral Mesoderm
03_01_55__s2,2,10758.0,3468,03_01_55__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3468,10758,22261,3,1,55,A3,A1,E7,3468,3468,8.15162164696975,3857.88774451169,8.258134271845716,3.0397849854448964,1.396191469132218,0.07879402374445334,36.00400701263176,3.611026204419155,0.9332569892385231,0.07656967840735067,False,False,3857.88774451169,0,12,0,0,1,10,33,Notoplate
03_01_72__s2,2,5804.0,2288,03_01_72__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2288,5804,12077,3,1,72,A3,A1,F12,2288,2288,7.735870319952567,3285.7134668918698,8.097643398246625,1.0017157375272028,0.6940046815644499,0.03048700830492011,39.53574292840714,3.702184126343926,1.2032620411604573,0.008795411089866157,False,False,3285.7134668918698,3,7,1,1,2,7,6,Ventral Mesoderm
03_01_77__s2,2,10121.0,3479,03_01_77__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3479,10121,20773,3,1,77,A3,A1,G5,3479,3479,8.15478757276852,3935.1561762193523,8.277959936302475,0.0,0.0,0.0,48.15937234244987,3.895067516968847,1.2238236599981231,0.07313432835820895,False,False,3935.1561762193523,0,1,0,0,3,2,9,Eye Primordium
03_02_02__s2,2,5089.0,2006,03_02_02__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2006,5089,10735,3,2,2,A3,A2,A2,2006,2006,7.604396348796338,3029.7111499601256,8.016552573922121,2.1737693078496374,1.1549199376258514,0.07174840109355794,29.1332479231256,3.4056291443164555,0.961584998738544,0.03176229508196721,False,False,3029.7111499601256,2,3,1,1,4,4,48,Ventral Mesoderm
03_02_40__s2,2,4158.0,1988,03_02_40__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1988,4158,8600,3,2,40,A3,A2,D4,1988,1988,7.5953872788539725,3177.8795072246885,8.064284057463533,0.0,0.0,0.0,20.741424610394972,3.079219409003093,0.6526812789232814,0.015037593984962407,False,False,3177.8795072246885,0,12,0,0,1,10,24,Hindbrain Primordium
03_02_60__s2,2,1715.0,1150,03_02_60__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1150,1715,3513,3,2,60,A3,A2,E12,1150,1150,7.048386408721883,2479.685746089373,7.816290311456949,0.0,0.0,0.0,44.74058658562893,3.822986012859342,1.8042845411434805,0.014516798009124842,False,False,2479.685746089373,3,7,1,1,2,7,68,Ventral Mesoderm
03_02_74__s2,2,4952.0,2239,03_02_74__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2239,4952,10184,3,2,74,A3,A2,G2,2239,2239,7.7142311448490855,3336.367786041006,8.112937687254462,0.0,0.0,0.0,26.615799397447375,3.318388050877219,0.7977477635650644,0.006256900993743099,False,False,3336.367786041006,6,2,0,3,5,1,0,Inner Epidermis
03_02_94__s2,2,14748.0,3379,03_02_94__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3379,14748,30400,3,2,94,A3,A2,H10,3379,3379,8.125630988477065,3422.4445169594233,8.138402491904136,4.03294110360442,1.6160045256801385,0.11783802728195505,10.059101376697335,2.403253742946707,0.29391568882566044,0.006666666666666666,False,False,3422.4445169594233,7,16,1,5,14,14,5,Pronephric Primordium
03_03_12__s2,2,4923.0,2019,03_03_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2019,4923,10086,3,3,12,A3,A3,A12,2019,2019,7.61085279039525,3101.541754702823,8.039976975393621,0.0,0.0,0.0,29.365870133191144,3.413319284733178,0.9468152440206262,0.020080321285140566,False,False,3101.541754702823,4,5,0,0,7,5,40,Inner Neural Plate Border
03_03_14__s2,2,7369.0,2452,03_03_14__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2452,7369,15336,3,3,14,A3,A3,B2,2452,2452,7.8050670442584895,3240.8527876977937,8.083900293398457,0.8574049962870133,0.6191803502920922,0.026456153748843633,14.133996357531675,2.716943627591164,0.4361196661318285,0.043327556325823226,False,False,3240.8527876977937,7,16,1,5,14,14,59,Lateral Mesoderm
03_03_21__s2,2,5718.0,2425,03_03_21__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2425,5718,11740,3,3,21,A3,A3,B9,2425,2425,7.793999089503996,3454.0145740902954,8.14758195445345,2.0223749170877263,1.106042918725816,0.05855142975534119,23.72327783817778,3.2077452224308556,0.6868320132790963,0.008358662613981762,False,False,3454.0145740902954,6,2,0,3,5,1,23,Inner Epidermis
03_03_29__s2,2,6243.0,2017,03_03_29__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2017,6243,13017,3,3,29,A3,A3,C5,2017,2017,7.609862200913554,2875.2590237019326,7.964245778659538,1.4359384507294812,0.8903320829970347,0.04994118578160976,7.495992687071839,2.1395946037496643,0.2607066919981579,0.032558139534883714,False,False,2875.2590237019326,8,13,3,4,12,11,49,L/R Organizer Mesoderm
03_03_51__s2,2,4771.0,2114,03_03_51__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2114,4771,9872,3,3,51,A3,A3,E3,2114,2114,7.656810091480378,3223.685264886426,8.078590632184158,0.0,0.0,0.0,28.820581992781857,3.3951988260066996,0.8940259245127405,0.030980192991366177,False,False,3223.685264886426,4,5,0,0,7,5,31,Pre-placodal Region
03_03_59__s2,2,3377.0,1402,03_03_59__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1402,3377,6840,3,3,59,A3,A3,E11,1402,1402,7.246368080102461,2511.85681582977,7.829175558534633,1.93476489160847,1.076627344997702,0.07702528581309033,11.5706084019786,2.5313614225429206,0.4606396482896797,0.01014040561622465,False,False,2511.85681582977,1,0,2,2,0,0,8,Outer Epidermis
03_03_65__s2,2,5588.0,2058,03_03_65__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2058,5588,11709,3,3,65,A3,A3,F5,2058,2058,7.629975707027789,3029.8560407244054,8.0166003802929,4.1035197843269895,1.6299304554732787,0.13543613060064344,12.31055935298097,2.5885576565413473,0.40630839180193035,0.005057803468208092,False,False,3029.8560407244054,9,18,4,6,15,20,47,Ciliated Epidermal Progenitor
03_03_66__s2,2,6004.0,2269,03_03_66__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2269,6004,12357,3,3,66,A3,A3,F6,2269,2269,7.727535110475448,3215.6966653861705,8.076110231648224,2.941238331671319,1.3714949713072755,0.09146504281112311,16.93918886134106,2.8869876416363973,0.5267657563499337,0.15867158671586712,False,False,3215.6966653861705,7,19,1,5,17,21,84,Lateral Mesoderm
03_04_03__s2,2,6330.0,2554,03_04_03__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2554,6330,12860,3,4,3,A3,A4,A3,2554,2554,7.845807502637805,3500.371340713067,8.160909982371676,0.9477036708262888,0.666651073949938,0.02707437521852268,38.616356299202124,3.679242070842419,1.1032074183116671,0.02068345323741007,False,False,3500.371340713067,3,7,1,1,2,7,11,Ventral Mesoderm
03_04_10__s2,2,13165.0,4064,03_04_10__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,4064,13165,26868,3,4,10,A3,A4,A10,4064,4064,8.310169021981912,4162.856274035026,8.334196912817118,5.860738438399402,1.9258150800261309,0.14078647093714408,26.8596263564268,3.327178556791043,0.6452210835132187,0.13442622950819674,False,False,4162.856274035026,5,9,2,2,9,16,17,Cement Gland Primordium
03_04_27__s2,2,5956.0,2500,03_04_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2500,5956,12008,3,4,27,A3,A4,C3,2500,2500,7.824445930877619,3457.5321011324527,8.148599529805415,1.9708716384427953,1.0888553907146663,0.05700226580101083,35.91760076995176,3.6086884229605434,1.03882190300381,0.009237875288683603,False,False,3457.5321011324527,3,7,1,1,2,7,6,Ventral Blood Island
03_04_31__s2,2,4558.0,2082,03_04_31__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2082,4558,9403,3,4,31,A3,A4,C7,2082,2082,7.641564441260972,3231.8175174880116,8.081109332423182,1.1612567398725737,0.770689876517186,0.03593200215014558,33.8977972754576,3.5524237119001247,1.048877205845622,0.043327556325823226,False,False,3231.8175174880116,5,8,2,4,8,8,37,Outer Neural Plate
03_04_43__s2,2,5457.0,2168,03_04_43__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2168,5457,11307,3,4,43,A3,A4,D7,2168,2168,7.682021510826875,3207.0365886852246,8.07341437437187,3.953747080426292,1.6001442761559534,0.12328350397920447,22.14668007128285,3.1418513608003,0.6905652448562252,0.10163339382940106,False,False,3207.0365886852246,4,5,0,0,7,5,40,Inner Neural Plate
03_04_65__s2,2,9566.0,3140,03_04_65__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3140,9566,19368,3,4,65,A3,A4,F5,3140,3140,8.052296499538647,3705.0190491050926,8.217713546903626,0.0,0.0,0.0,32.30440973945882,3.5056898128274065,0.8719094102164361,0.021295876755777075,False,False,3705.0190491050926,4,5,0,0,7,5,30,Neural Crest
